SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;AGROECOLOGIA;Bacharelado;Integral;40;304341
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;BIOTECNOLOGIA;Bacharelado;Integral;30;304317
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;CIÊNCIAS BIOLÓGICAS ;Licenciatura;Noturno;40;304331
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;ENGENHARIA AGRONÔMICA;Bacharelado;Integral;50;304300
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;FÍSICA;Licenciatura;Noturno;40;304340
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;QUÍMICA;Licenciatura;Noturno;40;304339
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ADMINISTRAÇÃO;Bacharelado;Integral;50;304358
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;CIÊNCIAS BIOLÓGICAS ;Bacharelado;Integral;40;304357
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ENGENHARIA AGRONÔMICA;Bacharelado;Integral;50;304355
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ENGENHARIA AMBIENTAL;Bacharelado;Integral;50;304354
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ENGENHARIA DE ALIMENTOS;Bacharelado;Integral;50;304353
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;ADMINISTRAÇÃO;Bacharelado;Noturno;60;304334
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIA DA COMPUTAÇÃO;Bacharelado;Integral;60;304327
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS BIOLÓGICAS ;Bacharelado;Integral;40;304312
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS BIOLÓGICAS ;Licenciatura;Integral;40;304313
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS BIOLÓGICAS ;Licenciatura;Noturno;25;304338
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS ECONÔMICAS;Bacharelado;Integral;60;304326
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;ENGENHARIA DE PRODUÇÃO;Bacharelado;Integral;60;304315
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;ENGENHARIA FLORESTAL;Bacharelado;Integral;40;304316
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;FÍSICA;Licenciatura;Noturno;25;304336
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;GEOGRAFIA;Licenciatura;Noturno;60;304332
