304341;AGROECOLOGIA;Bacharelado;Integral;40;CAMPUS DE ARARAS;Araras;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;1.00;2.00;2.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;20;656.53;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;540.20;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;585.85;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;;.00;;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;;.00;;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;642.31;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;2;649.44;.00;2024-01-31T10:17:25
304317;BIOTECNOLOGIA;Bacharelado;Integral;30;CAMPUS DE ARARAS;Araras;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;1.00;1.00;2.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;15;743.60;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;4;621.40;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;667.60;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;;.00;;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;2;624.99;.00;2024-01-31T10:17:25;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);2;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;702.81;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;2;721.49;.00;2024-01-31T10:17:25
304331;CIÊNCIAS BIOLÓGICAS ;Licenciatura;Noturno;40;CAMPUS DE ARARAS;Araras;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;2.00;1.00;2.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;20;687.36;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;604.23;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;644.90;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;;.00;;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;355.50;.00;2024-01-31T10:17:25;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;673.50;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;2;681.06;.00;2024-01-31T10:17:25
304300;ENGENHARIA AGRONÔMICA;Bacharelado;Integral;50;CAMPUS DE ARARAS;Araras;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;1.00;2.00;1.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;25;710.00;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;6;598.80;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;634.93;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;;.00;;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;;.00;;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;662.11;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;4;682.91;.00;2024-01-31T10:17:25
304340;FÍSICA;Licenciatura;Noturno;40;CAMPUS DE ARARAS;Araras;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;2.00;2.00;2.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;20;660.11;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;475.61;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;577.43;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;;.00;;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;;.00;;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;632.64;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;2;648.27;.00;2024-01-31T10:17:25
304339;QUÍMICA;Licenciatura;Noturno;40;CAMPUS DE ARARAS;Araras;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;2.00;2.00;2.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;20;668.44;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;576.74;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;623.66;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;;.00;;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;;.00;;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;646.86;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;2;661.39;.00;2024-01-31T10:17:25
304358;ADMINISTRAÇÃO;Bacharelado;Integral;50;CAMPUS DE BURI - LAGOA DO SINO;Buri;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;2.00;2.00;2.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;25;702.72;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;6;575.31;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;616.51;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;583.66;.00;2024-01-31T10:17:25;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;;.00;;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;649.69;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;4;663.98;.00;2024-01-31T10:17:25
304357;CIÊNCIAS BIOLÓGICAS ;Bacharelado;Integral;40;CAMPUS DE BURI - LAGOA DO SINO;Buri;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;2.00;1.00;2.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;20;685.86;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;587.93;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;601.75;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;;.00;;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;;.00;;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;651.19;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;2;676.33;.00;2024-01-31T10:17:25
304355;ENGENHARIA AGRONÔMICA;Bacharelado;Integral;50;CAMPUS DE BURI - LAGOA DO SINO;Buri;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;2.00;2.00;2.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;25;681.03;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;6;558.83;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;605.90;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;;.00;;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;;.00;;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;648.34;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;4;667.67;.00;2024-01-31T10:17:25
304354;ENGENHARIA AMBIENTAL;Bacharelado;Integral;50;CAMPUS DE BURI - LAGOA DO SINO;Buri;SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;2.00;1.00;2.00;2.00;2.00;.00;.00;.00;.00;.01;.01;Ampla concorrência;25;696.26;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;6;557.88;.00;2024-01-31T10:17:25;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;5;615.56;.00;2024-01-31T10:17:25;Candidatos autodeclarados quilombolas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;1;;.00;;Candidatos com deficiência, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;;.00;;Candidatos com deficiência, que tenham renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);3;;.00;;Candidatos com renda familiar bruta per capita igual ou inferior a 1 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;3;644.67;.00;2024-01-31T10:17:25;Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;4;675.01;.00;2024-01-31T10:17:25
