SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;AGROECOLOGIA;Bacharelado;Integral;40;116195
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;BIOTECNOLOGIA;Bacharelado;Integral;30;116051
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;CIÊNCIAS BIOLÓGICAS;Licenciatura;Noturno;40;116052
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;ENGENHARIA AGRONÔMICA;Bacharelado;Integral;50;116050
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;FÍSICA;Licenciatura;Noturno;40;116194
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Araras;CAMPUS DE ARARAS;QUÍMICA;Licenciatura;Noturno;40;116053
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ADMINISTRAÇÃO;Bacharelado;Integral;50;116255
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;CIÊNCIAS BIOLÓGICAS;Bacharelado;Integral;40;116254
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ENGENHARIA AGRONÔMICA;Bacharelado;Integral;50;116253
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ENGENHARIA AMBIENTAL;Bacharelado;Integral;50;116252
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Buri;CAMPUS DE BURI - LAGOA DO SINO;ENGENHARIA DE ALIMENTOS;Bacharelado;Integral;50;116251
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;ADMINISTRAÇÃO;Bacharelado;Noturno;60;116205
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIA DA COMPUTAÇÃO;Bacharelado;Integral;60;116202
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS BIOLÓGICAS;Bacharelado;Integral;40;116196
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS BIOLÓGICAS;Licenciatura;Integral;40;116197
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS BIOLÓGICAS;Licenciatura;Noturno;25;116209
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;CIÊNCIAS ECONÔMICAS;Bacharelado;Integral;60;116201
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;ENGENHARIA DE PRODUÇÃO;Bacharelado;Integral;60;116199
SP;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Sorocaba;CAMPUS SOROCABA;ENGENHARIA FLORESTAL;Bacharelado;Integral;40;116200
